,id,innings,overs,ball_number,batter,bowler,non_striker,extra_type,batsman_run,extras_run,total_run,non_boundary,iswicket_delivery,player_out,dismisal_kind,fielders_involved,batting_team
12707,1304068,2,2,6,V Kohli,M Theekshana,Anuj Rawat,,0,0,0,0,0,,,,Royal Challengers Bangalore
12712,1304068,2,3,5,V Kohli,MM Ali,Anuj Rawat,,1,0,1,0,0,,,,Royal Challengers Bangalore
12714,1304068,2,4,1,V Kohli,Mukesh Choudhary,Anuj Rawat,,0,0,0,0,1,V Kohli,caught,S Dube,Royal Challengers Bangalore
13734,1304064,2,8,2,V Kohli,JD Unadkat,Anuj Rawat,,0,0,0,0,0,,,,Royal Challengers Bangalore
13735,1304064,2,8,3,V Kohli,JD Unadkat,Anuj Rawat,,0,0,0,0,0,,,,Royal Challengers Bangalore
13736,1304064,2,8,4,V Kohli,JD Unadkat,Anuj Rawat,,1,0,1,0,0,,,,Royal Challengers Bangalore
13738,1304064,2,8,6,V Kohli,JD Unadkat,Anuj Rawat,,1,0,1,0,0,,,,Royal Challengers Bangalore
13739,1304064,2,9,1,V Kohli,KA Pollard,Anuj Rawat,,1,0,1,0,0,,,,Royal Challengers Bangalore
13742,1304064,2,9,4,V Kohli,KA Pollard,Anuj Rawat,,4,0,4,0,0,,,,Royal Challengers Bangalore
13743,1304064,2,9,5,V Kohli,KA Pollard,Anuj Rawat,,1,0,1,0,0,,,,Royal Challengers Bangalore
13747,1304064,2,10,3,V Kohli,M Ashwin,Anuj Rawat,,0,0,0,0,0,,,,Royal Challengers Bangalore
13748,1304064,2,10,4,V Kohli,M Ashwin,Anuj Rawat,,4,0,4,0,0,,,,Royal Challengers Bangalore
13749,1304064,2,10,5,V Kohli,M Ashwin,Anuj Rawat,,1,0,1,0,0,,,,Royal Challengers Bangalore
13751,1304064,2,11,1,V Kohli,Basil Thampi,Anuj Rawat,,4,0,4,0,0,,,,Royal Challengers Bangalore
13752,1304064,2,11,2,V Kohli,Basil Thampi,Anuj Rawat,,0,0,0,0,0,,,,Royal Challengers Bangalore
13753,1304064,2,11,3,V Kohli,Basil Thampi,Anuj Rawat,,0,0,0,0,0,,,,Royal Challengers Bangalore
13754,1304064,2,11,4,V Kohli,Basil Thampi,Anuj Rawat,,1,0,1,0,0,,,,Royal Challengers Bangalore
13757,1304064,2,12,1,V Kohli,JD Unadkat,Anuj Rawat,,2,0,2,0,0,,,,Royal Challengers Bangalore
13758,1304064,2,12,2,V Kohli,JD Unadkat,Anuj Rawat,,1,0,1,0,0,,,,Royal Challengers Bangalore
13760,1304064,2,12,4,V Kohli,JD Unadkat,Anuj Rawat,,1,0,1,0,0,,,,Royal Challengers Bangalore
13764,1304064,2,13,2,V Kohli,JJ Bumrah,Anuj Rawat,,1,0,1,0,0,,,,Royal Challengers Bangalore
13766,1304064,2,13,4,V Kohli,JJ Bumrah,Anuj Rawat,,4,0,4,0,0,,,,Royal Challengers Bangalore
13767,1304064,2,13,5,V Kohli,JJ Bumrah,Anuj Rawat,,0,0,0,0,0,,,,Royal Challengers Bangalore
13768,1304064,2,13,6,V Kohli,JJ Bumrah,Anuj Rawat,,3,0,3,0,0,,,,Royal Challengers Bangalore
13769,1304064,2,14,1,V Kohli,Basil Thampi,Anuj Rawat,,4,0,4,0,0,,,,Royal Challengers Bangalore
13770,1304064,2,14,2,V Kohli,Basil Thampi,Anuj Rawat,,2,0,2,0,0,,,,Royal Challengers Bangalore
13771,1304064,2,14,3,V Kohli,Basil Thampi,Anuj Rawat,,0,0,0,0,0,,,,Royal Challengers Bangalore
13772,1304064,2,14,4,V Kohli,Basil Thampi,Anuj Rawat,,1,0,1,0,0,,,,Royal Challengers Bangalore
13774,1304064,2,14,6,V Kohli,Basil Thampi,Anuj Rawat,,1,0,1,0,0,,,,Royal Challengers Bangalore
13775,1304064,2,15,1,V Kohli,KA Pollard,Anuj Rawat,,1,0,1,0,0,,,,Royal Challengers Bangalore
13777,1304064,2,15,3,V Kohli,KA Pollard,Anuj Rawat,,1,0,1,0,0,,,,Royal Challengers Bangalore
13785,1304064,2,16,4,V Kohli,JD Unadkat,Anuj Rawat,,0,0,0,0,0,,,,Royal Challengers Bangalore
13786,1304064,2,16,5,V Kohli,JD Unadkat,Anuj Rawat,,1,0,1,0,1,Anuj Rawat,run out,Ramandeep Singh,Royal Challengers Bangalore
13787,1304064,2,16,6,V Kohli,JD Unadkat,KD Karthik,,1,0,1,0,0,,,,Royal Challengers Bangalore
13788,1304064,2,17,1,V Kohli,JJ Bumrah,KD Karthik,,2,0,2,0,0,,,,Royal Challengers Bangalore
13789,1304064,2,17,2,V Kohli,JJ Bumrah,KD Karthik,,1,0,1,0,0,,,,Royal Challengers Bangalore
13791,1304064,2,17,4,V Kohli,JJ Bumrah,KD Karthik,,0,0,0,0,0,,,,Royal Challengers Bangalore
13792,1304064,2,17,5,V Kohli,JJ Bumrah,KD Karthik,,3,0,3,0,0,,,,Royal Challengers Bangalore
13794,1304064,2,18,1,V Kohli,D Brevis,KD Karthik,,0,0,0,0,1,V Kohli,lbw,,Royal Challengers Bangalore
14912,1304059,2,7,2,V Kohli,Navdeep Saini,Anuj Rawat,,2,0,2,0,0,,,,Royal Challengers Bangalore
14913,1304059,2,7,3,V Kohli,Navdeep Saini,Anuj Rawat,,1,0,1,0,0,,,,Royal Challengers Bangalore
14915,1304059,2,7,5,V Kohli,Navdeep Saini,Anuj Rawat,,1,0,1,0,0,,,,Royal Challengers Bangalore
14917,1304059,2,8,1,V Kohli,YS Chahal,DJ Willey,,0,0,0,0,0,,,,Royal Challengers Bangalore
14918,1304059,2,8,2,V Kohli,YS Chahal,DJ Willey,,0,0,0,0,0,,,,Royal Challengers Bangalore
14919,1304059,2,8,3,V Kohli,YS Chahal,DJ Willey,,1,0,1,0,0,,,,Royal Challengers Bangalore
16565,1304052,2,0,4,V Kohli,UT Yadav,F du Plessis,,4,0,4,0,0,,,,Royal Challengers Bangalore
16566,1304052,2,0,5,V Kohli,UT Yadav,F du Plessis,,4,0,4,0,0,,,,Royal Challengers Bangalore
16567,1304052,2,0,6,V Kohli,UT Yadav,F du Plessis,,1,0,1,0,0,,,,Royal Challengers Bangalore
16568,1304052,2,1,1,V Kohli,TG Southee,F du Plessis,,0,0,0,0,0,,,,Royal Challengers Bangalore
16569,1304052,2,1,2,V Kohli,TG Southee,F du Plessis,,0,0,0,0,0,,,,Royal Challengers Bangalore
16570,1304052,2,1,3,V Kohli,TG Southee,F du Plessis,,3,0,3,0,0,,,,Royal Challengers Bangalore
16574,1304052,2,2,1,V Kohli,UT Yadav,DJ Willey,,0,0,0,0,1,V Kohli,caught,SP Jackson,Royal Challengers Bangalore
17229,1304049,1,7,2,V Kohli,Harpreet Brar,F du Plessis,,1,0,1,0,0,,,,Royal Challengers Bangalore
17231,1304049,1,7,4,V Kohli,Harpreet Brar,F du Plessis,,0,0,0,0,0,,,,Royal Challengers Bangalore
17232,1304049,1,7,5,V Kohli,Harpreet Brar,F du Plessis,,1,0,1,0,0,,,,Royal Challengers Bangalore
17234,1304049,1,8,1,V Kohli,RD Chahar,F du Plessis,,1,0,1,0,0,,,,Royal Challengers Bangalore
17240,1304049,1,9,1,V Kohli,Harpreet Brar,F du Plessis,,2,0,2,0,0,,,,Royal Challengers Bangalore
17241,1304049,1,9,2,V Kohli,Harpreet Brar,F du Plessis,,2,0,2,0,0,,,,Royal Challengers Bangalore
17242,1304049,1,9,3,V Kohli,Harpreet Brar,F du Plessis,,0,0,0,0,0,,,,Royal Challengers Bangalore
17243,1304049,1,9,4,V Kohli,Harpreet Brar,F du Plessis,,6,0,6,0,0,,,,Royal Challengers Bangalore
17244,1304049,1,9,5,V Kohli,Harpreet Brar,F du Plessis,,1,0,1,0,0,,,,Royal Challengers Bangalore
17246,1304049,1,9,7,V Kohli,Harpreet Brar,F du Plessis,,0,0,0,0,0,,,,Royal Challengers Bangalore
17248,1304049,1,10,2,V Kohli,RD Chahar,F du Plessis,,1,0,1,0,0,,,,Royal Challengers Bangalore
17251,1304049,1,10,5,V Kohli,RD Chahar,F du Plessis,,1,0,1,0,0,,,,Royal Challengers Bangalore
17253,1304049,1,11,1,V Kohli,LS Livingstone,F du Plessis,,0,0,0,0,0,,,,Royal Challengers Bangalore
17254,1304049,1,11,2,V Kohli,LS Livingstone,F du Plessis,,1,0,1,0,0,,,,Royal Challengers Bangalore
17260,1304049,1,12,1,V Kohli,OF Smith,F du Plessis,,4,0,4,0,0,,,,Royal Challengers Bangalore
17261,1304049,1,12,2,V Kohli,OF Smith,F du Plessis,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
17262,1304049,1,12,3,V Kohli,OF Smith,F du Plessis,,1,0,1,0,0,,,,Royal Challengers Bangalore
17270,1304049,1,13,4,V Kohli,Harpreet Brar,F du Plessis,,2,0,2,0,0,,,,Royal Challengers Bangalore
17271,1304049,1,13,5,V Kohli,Harpreet Brar,F du Plessis,,6,0,6,0,0,,,,Royal Challengers Bangalore
17272,1304049,1,13,6,V Kohli,Harpreet Brar,F du Plessis,,0,0,0,0,0,,,,Royal Challengers Bangalore
17274,1304049,1,14,2,V Kohli,RD Chahar,F du Plessis,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
17275,1304049,1,14,3,V Kohli,RD Chahar,F du Plessis,,1,0,1,0,0,,,,Royal Challengers Bangalore
17278,1304049,1,14,6,V Kohli,RD Chahar,F du Plessis,,1,0,1,0,0,,,,Royal Challengers Bangalore
17281,1304049,1,15,2,V Kohli,Arshdeep Singh,F du Plessis,,1,0,1,0,0,,,,Royal Challengers Bangalore
17284,1304049,1,15,5,V Kohli,Arshdeep Singh,F du Plessis,,1,0,1,0,0,,,,Royal Challengers Bangalore
17286,1304049,1,16,1,V Kohli,Sandeep Sharma,F du Plessis,,1,0,1,0,0,,,,Royal Challengers Bangalore
17289,1304049,1,16,4,V Kohli,Sandeep Sharma,F du Plessis,,1,0,1,0,0,,,,Royal Challengers Bangalore
17291,1304049,1,16,6,V Kohli,Sandeep Sharma,F du Plessis,,2,0,2,0,0,,,,Royal Challengers Bangalore
17294,1304049,1,17,3,V Kohli,Arshdeep Singh,KD Karthik,,1,0,1,0,0,,,,Royal Challengers Bangalore
17301,1304049,1,18,4,V Kohli,OF Smith,KD Karthik,,1,0,1,0,0,,,,Royal Challengers Bangalore
17304,1304049,1,19,1,V Kohli,Sandeep Sharma,KD Karthik,,1,0,1,0,0,,,,Royal Challengers Bangalore
18414,1254115,1,0,2,V Kohli,Shakib Al Hasan,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18416,1254115,1,0,4,V Kohli,Shakib Al Hasan,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
18417,1254115,1,0,5,V Kohli,Shakib Al Hasan,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
18418,1254115,1,0,6,V Kohli,Shakib Al Hasan,D Padikkal,,4,0,4,0,0,,,,Royal Challengers Bangalore
18422,1254115,1,1,4,V Kohli,Shivam Mavi,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
18423,1254115,1,1,5,V Kohli,Shivam Mavi,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
18424,1254115,1,1,6,V Kohli,Shivam Mavi,D Padikkal,noballs,4,1,5,0,0,,,,Royal Challengers Bangalore
18425,1254115,1,1,7,V Kohli,Shivam Mavi,D Padikkal,,4,0,4,0,0,,,,Royal Challengers Bangalore
18427,1254115,1,2,2,V Kohli,CV Varun,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18430,1254115,1,2,5,V Kohli,CV Varun,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18435,1254115,1,3,4,V Kohli,LH Ferguson,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18438,1254115,1,4,1,V Kohli,Shivam Mavi,D Padikkal,,4,0,4,0,0,,,,Royal Challengers Bangalore
18439,1254115,1,4,2,V Kohli,Shivam Mavi,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18443,1254115,1,4,6,V Kohli,Shivam Mavi,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18448,1254115,1,5,4,V Kohli,LH Ferguson,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
18450,1254115,1,5,6,V Kohli,LH Ferguson,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
18451,1254115,1,6,1,V Kohli,Shakib Al Hasan,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
18453,1254115,1,6,3,V Kohli,Shakib Al Hasan,KS Bharat,,0,0,0,0,0,,,,Royal Challengers Bangalore
18454,1254115,1,6,4,V Kohli,Shakib Al Hasan,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
18458,1254115,1,7,2,V Kohli,CV Varun,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
18460,1254115,1,7,4,V Kohli,CV Varun,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
18465,1254115,1,8,3,V Kohli,Shakib Al Hasan,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
18468,1254115,1,8,6,V Kohli,Shakib Al Hasan,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
18469,1254115,1,9,1,V Kohli,SP Narine,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
18471,1254115,1,9,3,V Kohli,SP Narine,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
18474,1254115,1,9,6,V Kohli,SP Narine,GJ Maxwell,,0,0,0,0,0,,,,Royal Challengers Bangalore
18476,1254115,1,10,2,V Kohli,Shakib Al Hasan,GJ Maxwell,,1,0,1,0,0,,,,Royal Challengers Bangalore
18479,1254115,1,10,5,V Kohli,Shakib Al Hasan,GJ Maxwell,,1,0,1,0,0,,,,Royal Challengers Bangalore
18483,1254115,1,11,3,V Kohli,LH Ferguson,GJ Maxwell,,0,0,0,0,0,,,,Royal Challengers Bangalore
18484,1254115,1,11,4,V Kohli,LH Ferguson,GJ Maxwell,,1,0,1,0,0,,,,Royal Challengers Bangalore
18486,1254115,1,11,6,V Kohli,LH Ferguson,GJ Maxwell,,0,0,0,0,0,,,,Royal Challengers Bangalore
18487,1254115,1,11,7,V Kohli,LH Ferguson,GJ Maxwell,,4,0,4,0,0,,,,Royal Challengers Bangalore
18489,1254115,1,12,2,V Kohli,SP Narine,GJ Maxwell,,0,0,0,0,1,V Kohli,bowled,,Royal Challengers Bangalore
18907,1254113,1,0,1,V Kohli,DL Chahar,D Padikkal,,4,0,4,0,0,,,,Royal Challengers Bangalore
18908,1254113,1,0,2,V Kohli,DL Chahar,D Padikkal,,4,0,4,0,0,,,,Royal Challengers Bangalore
18909,1254113,1,0,3,V Kohli,DL Chahar,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18913,1254113,1,1,1,V Kohli,JR Hazlewood,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
18914,1254113,1,1,2,V Kohli,JR Hazlewood,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18916,1254113,1,1,4,V Kohli,JR Hazlewood,D Padikkal,,2,0,2,0,0,,,,Royal Challengers Bangalore
18917,1254113,1,1,5,V Kohli,JR Hazlewood,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
18918,1254113,1,1,6,V Kohli,JR Hazlewood,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18919,1254113,1,2,1,V Kohli,DL Chahar,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18923,1254113,1,2,5,V Kohli,DL Chahar,D Padikkal,,4,0,4,0,0,,,,Royal Challengers Bangalore
18924,1254113,1,2,6,V Kohli,DL Chahar,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
18929,1254113,1,3,5,V Kohli,JR Hazlewood,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
18930,1254113,1,3,6,V Kohli,JR Hazlewood,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18931,1254113,1,4,1,V Kohli,SN Thakur,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
18932,1254113,1,4,2,V Kohli,SN Thakur,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18934,1254113,1,4,4,V Kohli,SN Thakur,D Padikkal,,6,0,6,0,0,,,,Royal Challengers Bangalore
18935,1254113,1,4,5,V Kohli,SN Thakur,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18938,1254113,1,5,2,V Kohli,JR Hazlewood,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
18939,1254113,1,5,3,V Kohli,JR Hazlewood,D Padikkal,,4,0,4,0,0,,,,Royal Challengers Bangalore
18940,1254113,1,5,4,V Kohli,JR Hazlewood,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18943,1254113,1,5,7,V Kohli,JR Hazlewood,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18944,1254113,1,6,1,V Kohli,RA Jadeja,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18949,1254113,1,6,6,V Kohli,RA Jadeja,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
18952,1254113,1,7,3,V Kohli,DJ Bravo,D Padikkal,,4,0,4,0,0,,,,Royal Challengers Bangalore
18953,1254113,1,7,4,V Kohli,DJ Bravo,D Padikkal,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
18954,1254113,1,7,5,V Kohli,DJ Bravo,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18956,1254113,1,7,7,V Kohli,DJ Bravo,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18957,1254113,1,8,1,V Kohli,RA Jadeja,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18959,1254113,1,8,3,V Kohli,RA Jadeja,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18964,1254113,1,9,2,V Kohli,SN Thakur,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18967,1254113,1,9,5,V Kohli,SN Thakur,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18969,1254113,1,10,1,V Kohli,RA Jadeja,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
18970,1254113,1,10,2,V Kohli,RA Jadeja,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18977,1254113,1,11,3,V Kohli,DL Chahar,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
18978,1254113,1,11,4,V Kohli,DL Chahar,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18980,1254113,1,11,6,V Kohli,DL Chahar,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18981,1254113,1,12,1,V Kohli,RA Jadeja,D Padikkal,,4,0,4,0,0,,,,Royal Challengers Bangalore
18982,1254113,1,12,2,V Kohli,RA Jadeja,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
18983,1254113,1,12,3,V Kohli,RA Jadeja,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18986,1254113,1,12,6,V Kohli,RA Jadeja,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
18987,1254113,1,13,1,V Kohli,DJ Bravo,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
18988,1254113,1,13,2,V Kohli,DJ Bravo,D Padikkal,,0,0,0,0,1,V Kohli,caught,RA Jadeja,Royal Challengers Bangalore
20131,1254108,1,0,1,V Kohli,TA Boult,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
20132,1254108,1,0,2,V Kohli,TA Boult,D Padikkal,,6,0,6,0,0,,,,Royal Challengers Bangalore
20133,1254108,1,0,3,V Kohli,TA Boult,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
20134,1254108,1,0,4,V Kohli,TA Boult,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
20135,1254108,1,0,5,V Kohli,TA Boult,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
20136,1254108,1,0,6,V Kohli,TA Boult,D Padikkal,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
20137,1254108,1,0,7,V Kohli,TA Boult,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
20143,1254108,1,1,6,V Kohli,JJ Bumrah,KS Bharat,legbyes,0,2,2,0,0,,,,Royal Challengers Bangalore
20149,1254108,1,2,6,V Kohli,TA Boult,KS Bharat,,0,0,0,0,0,,,,Royal Challengers Bangalore
20151,1254108,1,3,2,V Kohli,JJ Bumrah,KS Bharat,,4,0,4,0,0,,,,Royal Challengers Bangalore
20152,1254108,1,3,3,V Kohli,JJ Bumrah,KS Bharat,,6,0,6,0,0,,,,Royal Challengers Bangalore
20153,1254108,1,3,4,V Kohli,JJ Bumrah,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
20156,1254108,1,4,1,V Kohli,AF Milne,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
20158,1254108,1,4,3,V Kohli,AF Milne,KS Bharat,,0,0,0,0,0,,,,Royal Challengers Bangalore
20159,1254108,1,4,4,V Kohli,AF Milne,KS Bharat,,4,0,4,0,0,,,,Royal Challengers Bangalore
20160,1254108,1,4,5,V Kohli,AF Milne,KS Bharat,,6,0,6,0,0,,,,Royal Challengers Bangalore
20161,1254108,1,4,6,V Kohli,AF Milne,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
20162,1254108,1,5,1,V Kohli,KH Pandya,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
20164,1254108,1,5,3,V Kohli,KH Pandya,KS Bharat,,0,0,0,0,0,,,,Royal Challengers Bangalore
20165,1254108,1,5,4,V Kohli,KH Pandya,KS Bharat,,0,0,0,0,0,,,,Royal Challengers Bangalore
20166,1254108,1,5,5,V Kohli,KH Pandya,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
20172,1254108,1,6,5,V Kohli,RD Chahar,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
20174,1254108,1,7,1,V Kohli,KH Pandya,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
20180,1254108,1,7,7,V Kohli,KH Pandya,KS Bharat,,0,0,0,0,0,,,,Royal Challengers Bangalore
20182,1254108,1,8,2,V Kohli,RD Chahar,KS Bharat,,4,0,4,0,0,,,,Royal Challengers Bangalore
20183,1254108,1,8,3,V Kohli,RD Chahar,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
20187,1254108,1,9,1,V Kohli,KH Pandya,GJ Maxwell,,1,0,1,0,0,,,,Royal Challengers Bangalore
20189,1254108,1,9,3,V Kohli,KH Pandya,GJ Maxwell,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
20190,1254108,1,9,4,V Kohli,KH Pandya,GJ Maxwell,,2,0,2,0,0,,,,Royal Challengers Bangalore
20191,1254108,1,9,5,V Kohli,KH Pandya,GJ Maxwell,,1,0,1,0,0,,,,Royal Challengers Bangalore
20193,1254108,1,9,7,V Kohli,KH Pandya,GJ Maxwell,,0,0,0,0,0,,,,Royal Challengers Bangalore
20196,1254108,1,10,3,V Kohli,RD Chahar,GJ Maxwell,,0,0,0,0,0,,,,Royal Challengers Bangalore
20197,1254108,1,10,4,V Kohli,RD Chahar,GJ Maxwell,,0,0,0,0,0,,,,Royal Challengers Bangalore
20198,1254108,1,10,5,V Kohli,RD Chahar,GJ Maxwell,,1,0,1,0,0,,,,Royal Challengers Bangalore
20202,1254108,1,11,3,V Kohli,KH Pandya,GJ Maxwell,,0,0,0,0,0,,,,Royal Challengers Bangalore
20203,1254108,1,11,4,V Kohli,KH Pandya,GJ Maxwell,,2,0,2,0,0,,,,Royal Challengers Bangalore
20204,1254108,1,11,5,V Kohli,KH Pandya,GJ Maxwell,,1,0,1,0,0,,,,Royal Challengers Bangalore
20212,1254108,1,12,6,V Kohli,AF Milne,GJ Maxwell,,2,0,2,0,0,,,,Royal Challengers Bangalore
20213,1254108,1,12,7,V Kohli,AF Milne,GJ Maxwell,,0,0,0,0,0,,,,Royal Challengers Bangalore
20215,1254108,1,13,2,V Kohli,RD Chahar,GJ Maxwell,,0,0,0,0,0,,,,Royal Challengers Bangalore
20216,1254108,1,13,3,V Kohli,RD Chahar,GJ Maxwell,,1,0,1,0,0,,,,Royal Challengers Bangalore
20220,1254108,1,14,1,V Kohli,TA Boult,GJ Maxwell,,1,0,1,0,0,,,,Royal Challengers Bangalore
20227,1254108,1,15,2,V Kohli,AF Milne,GJ Maxwell,,1,0,1,0,0,,,,Royal Challengers Bangalore
20230,1254108,1,15,5,V Kohli,AF Milne,GJ Maxwell,,0,0,0,0,1,V Kohli,caught,AS Roy,Royal Challengers Bangalore
21451,1254103,2,0,1,V Kohli,CH Morris,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
21452,1254103,2,0,2,V Kohli,CH Morris,D Padikkal,,4,0,4,0,0,,,,Royal Challengers Bangalore
21453,1254103,2,0,3,V Kohli,CH Morris,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
21454,1254103,2,0,4,V Kohli,CH Morris,D Padikkal,,4,0,4,0,0,,,,Royal Challengers Bangalore
21455,1254103,2,0,5,V Kohli,CH Morris,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
21456,1254103,2,0,6,V Kohli,CH Morris,D Padikkal,,4,0,4,0,0,,,,Royal Challengers Bangalore
21460,1254103,2,1,4,V Kohli,Kartik Tyagi,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
21461,1254103,2,1,5,V Kohli,Kartik Tyagi,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
21462,1254103,2,1,6,V Kohli,Kartik Tyagi,D Padikkal,,4,0,4,0,0,,,,Royal Challengers Bangalore
21463,1254103,2,1,7,V Kohli,Kartik Tyagi,D Padikkal,,2,0,2,0,0,,,,Royal Challengers Bangalore
21465,1254103,2,2,2,V Kohli,C Sakariya,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
21466,1254103,2,2,3,V Kohli,C Sakariya,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
21476,1254103,2,4,1,V Kohli,C Sakariya,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
21477,1254103,2,4,2,V Kohli,C Sakariya,D Padikkal,,1,0,1,0,0,,,,Royal Challengers Bangalore
21482,1254103,2,4,7,V Kohli,C Sakariya,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
21487,1254103,2,5,5,V Kohli,Mustafizur Rahman,KS Bharat,,0,0,0,0,0,,,,Royal Challengers Bangalore
21488,1254103,2,5,6,V Kohli,Mustafizur Rahman,KS Bharat,,3,0,3,0,0,,,,Royal Challengers Bangalore
21489,1254103,2,6,1,V Kohli,CH Morris,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
21491,1254103,2,6,3,V Kohli,CH Morris,KS Bharat,,1,0,1,0,0,,,,Royal Challengers Bangalore
21493,1254103,2,6,5,V Kohli,CH Morris,KS Bharat,,0,0,0,0,1,V Kohli,run out,R Parag,Royal Challengers Bangalore
21929,1254101,2,0,1,V Kohli,A Nortje,D Padikkal,,2,0,2,0,0,,,,Royal Challengers Bangalore
21930,1254101,2,0,2,V Kohli,A Nortje,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
21931,1254101,2,0,3,V Kohli,A Nortje,D Padikkal,,0,0,0,0,0,,,,Royal Challengers Bangalore
